"","X","Species","subspecies","Mig_Sed","HowAssignedMig_Sed","Specimen..","Mass","Measurer","Collection","Collection.Year","Collection.Month","Collection.Day","Country","State.province","County.District","Locality","Elevation","Latitude","Longitude","BL.Average","BW.Average","BD.Average","Tarsus.Average","Kipp.s.Distance","WC.Average","Tail","Age","Sex","Kipp.s.Index","tip.label"
"1207",1234,"Tyrannus_melancholicus","satrapa","partial","taxonomy","113366",47,"MM","Royal Ontario Museum","1972",5,"16","Costa Rica","Heredia","","3kmNW San Miguel","300m",6.916667,-73.75,NA,NA,NA,19.59,27.49,110.71,NA,"Adult","Male",24.8306386053654,"Tyrannus_melancholicus_satrapa"
"1208",1235,"Tyrannus_melancholicus","satrapa","partial","taxonomy","113418",45.5,"MM","Louisiana State University Museum of tural Sciences","1984",5,"12","United States of America","Louisiana","Lafourche Parish","Along LA Hwy. 1, 3.7 mi. N north end of Caminada Bridge","",29.260367,-90.056793,18.51,10.115,7.805,18.67,27.225,107.42,88.41,"Adult","Female",25.3444423757215,"Tyrannus_melancholicus_satrapa"
"1210",1237,"Tyrannus_niveigularis","","partial","taxonomy","113840",30,"MM","Louisiana State University Museum of tural Sciences","1983",9,"14","Peru","Lambayeque","","Las Pampas, km 885 on Pan-American Hwy., 11 road km N Olmos","",-5.88638,-79.7841,14,8.65,6.25,17.9,23.75,98.375,73.55,"Adult","Female",24.1423125794155,"Tyrannus_niveigularis"
"1212",1239,"Tyrannus_melancholicus","melancholicus","partial","location, date of collection","115879",52.5,"MM","Louisiana State University Museum of tural Sciences","1983",8,"1","Peru","Loreto","","S Rio Amazos, approximately 10 km SSW mouth of Rio po on E Bank Quebrada Vainilla","100m",-3.538962,-72.738726,16.88,9.925,7,17.2,28.295,111.05,89.92,"Adult","Female",25.4795137325529,"Tyrannus_melancholicus_melancholicus"
"1213",1240,"Tyrannus_melancholicus","melancholicus","partial","location, date of collection","115880",41.5,"MM","Louisiana State University Museum of tural Sciences","1983",8,"1","Peru","Loreto","","S Rio Amazos, approximately 10 km SSW mouth of Rio po on E Bank Quebrada Vainilla","100m",-3.538962,-72.738726,16.425,9.195,6.735,16.88,29.215,113.1,92.42,"Adult","Male",25.8311229000884,"Tyrannus_melancholicus_melancholicus"
"1214",1241,"Tyrannus_melancholicus","melancholicus","partial","location, date of collection","116244",43,"MM","Louisiana State University Museum of tural Sciences","1983",6,"23","Peru","Loreto","","Isla Ronsoco, Rio po opposite Libertad, 80 km N Iquitos","120m",-3,-73.33,17.85,10.085,7.495,18.2,29.75,109.31,NA,"Adult","Female",27.2161741835148,"Tyrannus_melancholicus_melancholicus"
"1215",1242,"Tyrannus_melancholicus","melancholicus","partial","location, date of collection","116245",40,"MM","Louisiana State University Museum of tural Sciences","1983",6,"24","Peru","Loreto","","Isla Ronsoco, Rio po opposite Libertad, 80 km N Iquitos","120m",-3,-73.33,17.375,9.465,6.99,18.195,29.745,111.435,92.52,"Adult","Male",26.6926908062996,"Tyrannus_melancholicus_melancholicus"
"1216",1243,"Tyrannus_albogularis","","migratory","taxonomy","116246",37.5,"MM","Louisiana State University Museum of tural Sciences","1983",6,"18","Peru","Loreto Dept.","","Isla Ronsoco, Rio po opposite Libertad, 80 km N Iquitos","394m",-3,-73.33,14.075,8.075,6.55,16.75,26.575,102.875,87.55,"Adult","Female",25.8323207776428,"Tyrannus_albogularis"
"1217",1244,"Tyrannus_tyrannus","","migratory","taxonomy","116691",NA,"Nacho","American Museum of tural History","1912",4,"17","Colombia","Huila","","Near San Agustâ€™n-Huila","5000 feet",3.463141,-74.7456,13.2,7.2,6.3,18.05,33.15,109.5,74,"Adult","Female",30.2739726027397,"Tyrannus_tyrannus"
"1218",1245,"Tyrannus_melancholicus","melancholicus","partial","location, date of collection","117171",46,"MM","Louisiana State University Museum of tural Sciences","1983",10,"27","Peru","San Martin","","approximately 15 km by trail NE Jirillo on trail to Balsapuerto","1350m",-6.05,-76.73,16.885,9.26,7.69,18.8,NA,NA,NA,"Adult","Male",NA,"Tyrannus_melancholicus_melancholicus"
"1219",1246,"Tyrannus_melancholicus","melancholicus","partial","location, date of collection","117172",45,"MM","Louisiana State University Museum of tural Sciences","1983",10,"27","Peru","San Martin","","approximately 15 km by trail NE Jirillo on trail to Balsapuerto","1350m",-6.05,-76.73,16.095,9.06,7.48,15.565,26.3,109.805,90.71,"Adult","Female",23.9515504758435,"Tyrannus_melancholicus_melancholicus"
"1220",1248,"Tyrannus_dominicensis","vorax","sedentary","taxonomy","118666",50.3,"MM","Royal Ontario Museum","1973",6,"2","Guadeloupe","Saint Francois","Grand Terre","Anse a l'Eau","",16.30714,-61.2654,NA,NA,NA,19.87,28.64,114.91,NA,"Adult","Female",24.9238534505265,"Tyrannus_dominicensis_vorax"
"1221",1249,"Tyrannus_dominicensis","vorax","sedentary","taxonomy","118667",51.5,"MM","Royal Ontario Museum","1973",6,"2","Guadeloupe","Saint Francois","Grand Terre","Ansea l'eau","",16.30714,-61.2654,NA,NA,NA,21.6,NA,NA,NA,"Adult","Female",NA,"Tyrannus_dominicensis_vorax"
"1222",1250,"Tyrannus_forficatus","","migratory","taxonomy","118802",NA,"MM","The Field Museum","1915",9,"17","United States of America","Texas","Refugio County","Tivoli","",28.455,-96.888,14.21,7.96,6.8,19.005,49.355,123.975,184.777,"Adult","Male",39.8104456543658,"Tyrannus_forficatus"
"1223",1251,"Tyrannus_melancholicus","satrapa","partial","taxonomy","119154",NA,"MM","The Field Museum","1940",8,"11","Mexico","Michoacan","","Apatzingan","",19.21948,-101.711,17.56,9.67,7.18,19.335,NA,NA,NA,"Adult","Male",NA,"Tyrannus_melancholicus_satrapa"
"1225",1253,"Tyrannus_couchii","","partial","taxonomy","119156",NA,"MM","The Field Museum","1940",6,"30","Mexico","San Luis Potosi","","El Banito","",22.14993,-100.983,17.185,10.59,7.84,19.39,NA,NA,NA,"Adult","Male",NA,"Tyrannus_couchii"
"1226",1254,"Tyrannus_crassirostris","crassirostris","migratory","taxonomy","119164",NA,"MM","The Field Museum","1940",8,"13","Mexico","Michoacan","","Apatzingan","",19.07623,-102.343,21.64,12.52,10.7,21.34,36.85,128.36,NA,"Adult","Female",28.7083203490184,"Tyrannus_crassirostris_crassirostris"
"1227",1255,"Tyrannus_melancholicus","satrapa","partial","taxonomy","119682",NA,"MM","The Field Museum","1941",2,"4","Mexico","Oaxaca","","Tutla","",17.70493,-97.6402,19.28,10.625,7.44,19.39,NA,NA,NA,"Adult","Male",NA,"Tyrannus_melancholicus_satrapa"
"1228",1256,"Tyrannus_melancholicus","satrapa","partial","taxonomy","119683",NA,"MM","The Field Museum","1941",2,"14","Mexico","Oaxaca","","Tutla","",17.70493,-97.6402,18.565,9.98,7.45,19.88,30.95,116.235,94.34,"Adult","Male",26.6270916677421,"Tyrannus_melancholicus_satrapa"
"1229",1257,"Tyrannus_melancholicus","satrapa","partial","taxonomy","119684",NA,"MM","The Field Museum","1941",2,"15","Mexico","Oaxaca","","Tutla","",17.70493,-97.6402,18.17,10.455,7.555,19.55,NA,NA,NA,"Adult","Female",NA,"Tyrannus_melancholicus_satrapa"
"1230",1258,"Tyrannus_couchii","","partial","taxonomy","119685",NA,"MM","The Field Museum","1941",2,"17","Mexico","Oaxaca","","Tutla","",19.77249,-104.365,17.1,10.1,7.63,19.845,NA,NA,NA,"Adult","Male",NA,"Tyrannus_couchii"
"1231",1259,"Tyrannus_melancholicus","satrapa","partial","taxonomy","119686",NA,"MM","The Field Museum","1941",2,"22","Mexico","Oaxaca","","Tutla","",17.70493,-97.6402,18.185,9.815,7.555,19.765,NA,NA,NA,"Adult","Male",NA,"Tyrannus_melancholicus_satrapa"
"1232",1260,"Tyrannus_melancholicus","satrapa","partial","taxonomy","119687",NA,"MM","The Field Museum","1941",2,"24","Mexico","Oaxaca","","Tutla","",17.70493,-97.6402,18.61,9.72,7.12,19.33,NA,NA,NA,"Adult","Male",NA,"Tyrannus_melancholicus_satrapa"
"1233",1261,"Tyrannus_couchii","","partial","taxonomy","119688",NA,"MM","The Field Museum","1941",3,"4","Mexico","Oaxaca","","Tutla","",17.70493,-97.6402,15.07,9.695,7.33,18.11,34.77,116.425,90.52,"Adult","Female",29.8647197766803,"Tyrannus_couchii"
"1235",1263,"Tyrannus_melancholicus","melancholicus","partial","location, date of collection","120099",43,"MM","Louisiana State University Museum of tural Sciences","1984",7,"17","Peru","Loreto","","Isla Pasto, Rio Amazos opposite Aysa, approximately 80 km NE Iquitos","80m",-3.42,-72.5,17.92,10.14,7.445,17.75,NA,NA,NA,"Adult","Male",NA,"Tyrannus_melancholicus_melancholicus"
"1236",1264,"Tyrannus_melancholicus","melancholicus","partial","location, date of collection","120100",36,"MM","Louisiana State University Museum of tural Sciences","1984",7,"20","Peru","Loreto","","Isla Pasto, Rio Amazos opposite Aysa, approximately 80 km NE Iquitos","80m",-3.42,-72.5,17.565,9.865,7.105,17.595,NA,NA,NA,"Adult","Male",NA,"Tyrannus_melancholicus_melancholicus"
"1237",1265,"Tyrannus_melancholicus","melancholicus","partial","location, date of collection","120101",33,"MM","Louisiana State University Museum of tural Sciences","1984",7,"20","Peru","Loreto","","Isla Pasto, Rio Amazos opposite Aysa, approximately 80 km NE Iquitos","80m",-3.42,-72.5,18.45,10.53,7.63,18.35,NA,NA,91.1,"Adult","Female",NA,"Tyrannus_melancholicus_melancholicus"
"1238",1266,"Tyrannus_melancholicus","melancholicus","partial","location, date of collection","120102",47,"MM","Louisiana State University Museum of tural Sciences","1984",7,"26","Peru","Loreto","","Isla Pasto, Rio Amazos opposite Aysa, approximately 80 km NE Iquitos","80m",-3.42,-72.5,18.56,10.42,7.605,15.52,28.74,110.985,NA,"Adult","Female",25.8953912690904,"Tyrannus_melancholicus_melancholicus"
"1239",1267,"Tyrannus_melancholicus","melancholicus","partial","location, date of collection","120103",38,"MM","Louisiana State University Museum of tural Sciences","1984",7,"26","Peru","Loreto","","Isla Pasto, Rio Amazos opposite Aysa, approximately 80 km NE Iquitos","80m",-3.42,-72.5,17.05,9.715,7.32,18.08,NA,NA,NA,"Adult","Male",NA,"Tyrannus_melancholicus_melancholicus"
"1240",1268,"Tyrannus_melancholicus","melancholicus","partial","location, date of collection","120104",42,"MM","Louisiana State University Museum of tural Sciences","1984",7,"28","Peru","Loreto","","Isla Pasto, Rio Amazos opposite Aysa, approximately 80 km NE Iquitos","80m",-3.42,-72.5,16.975,9.685,7.145,18.075,NA,NA,96.93,"Adult","Male",NA,"Tyrannus_melancholicus_melancholicus"
"1241",1269,"Tyrannus_melancholicus","melancholicus","partial","location, date of collection","120105",37,"MM","Louisiana State University Museum of tural Sciences","1984",7,"29","Peru","Loreto","","Isla Pasto, Rio Amazos opposite Aysa, approximately 80 km NE Iquitos","80m",-3.42,-72.5,17.805,10.12,7.35,18.25,36.845,119.81,99.27,"Adult","Male",30.7528586929305,"Tyrannus_melancholicus_melancholicus"
"1242",1270,"Tyrannus_melancholicus","melancholicus","partial","location, date of collection","120106",42,"MM","Louisiana State University Museum of tural Sciences","1984",8,"1","Peru","Loreto","","Isla Pasto, Rio Amazos opposite Aysa, approximately 80 km NE Iquitos","80m",-3.42,-72.5,19.025,10.255,7.29,18.31,NA,NA,NA,"Adult","Male",NA,"Tyrannus_melancholicus_melancholicus"
"1243",1271,"Tyrannus_melancholicus","melancholicus","partial","location, date of collection","120107",39.5,"MM","Louisiana State University Museum of tural Sciences","1984",8,"9","Peru","Loreto","","Isla Pasto, Rio Amazos opposite Aysa, approximately 80 km NE Iquitos","80m",-3.42,-72.5,18.655,9.91,7.64,17.915,32.575,114.985,NA,"Adult","Female",28.3297821454972,"Tyrannus_melancholicus_melancholicus"
"1244",1272,"Tyrannus_albogularis","","migratory","taxonomy","120108",37,"MM","Louisiana State University Museum of tural Sciences","1984",7,"15","Peru","Loreto Dept.","","Isla Pasto, Rio Amazos opposite Aysa, approximately 80 km NE Iquitos","80m",-3.42,-72.5,14.8,8.525,6.275,18.075,30.175,113.975,92.45,"Adult","Female",26.4751041895152,"Tyrannus_albogularis"
"1245",1273,"Tyrannus_albogularis","","migratory","taxonomy","120109",38.5,"MM","Louisiana State University Museum of tural Sciences","1984",7,"16","Peru","Loreto Dept.","","Isla Pasto, Rio Amazos opposite Aysa, approximately 80 km NE Iquitos","80m",-3.42,-72.5,14.3,8.2,5.8,17.55,31.525,114.925,95.2,"Adult","Male",27.4309332173156,"Tyrannus_albogularis"
"1246",1274,"Tyrannus_albogularis","","migratory","taxonomy","120110",41,"MM","Louisiana State University Museum of tural Sciences","1984",7,"18","Peru","Loreto Dept.","","Isla Pasto, Rio Amazos opposite Aysa, approximately 80 km NE Iquitos","80m",-3.42,-72.5,15.55,8.35,6.475,17.525,26.775,103.425,87.2,"Adult","Female",25.8883248730964,"Tyrannus_albogularis"
"1247",1275,"Tyrannus_albogularis","","migratory","taxonomy","120111",39,"MM","Louisiana State University Museum of tural Sciences","1984",7,"23","Peru","Loreto Dept.","","Isla Pasto, Rio Amazos opposite Aysa, approximately 80 km NE Iquitos","80m",-3.42,-72.5,15.775,9.875,6.625,17.275,27.95,106.025,87.85,"Adult","Female",26.3617071445414,"Tyrannus_albogularis"
"1248",1276,"Tyrannus_albogularis","","migratory","taxonomy","120112",45,"MM","Louisiana State University Museum of tural Sciences","1984",7,"24","Peru","Loreto","","Isla Pasto, Rio Amazos opposite Aysa, approximately 80 km NE Iquitos","80m",-3.42,-72.5,14.62,8.37,5.655,18.16,29,109.14,92.74,"Adult","Male",26.571376214037,"Tyrannus_albogularis"
"1249",1277,"Tyrannus_albogularis","","migratory","taxonomy","120113",31.5,"MM","Louisiana State University Museum of tural Sciences","1984",7,"24","Peru","Loreto Dept.","","Isla Pasto, Rio Amazos opposite Aysa, approximately 80 km NE Iquitos","80m",-3.42,-72.5,15.55,9.2,6.725,16.925,24.25,100.65,84.35,"Adult","Female",24.093392945852,"Tyrannus_albogularis"
"1250",1278,"Tyrannus_albogularis","","migratory","taxonomy","120114",41,"MM","Louisiana State University Museum of tural Sciences","1984",7,"26","Peru","Loreto Dept.","","Isla Pasto, Rio Amazos opposite Aysa, approximately 80 km NE Iquitos","80m",-3.42,-72.5,15.1,8.375,5.775,16.875,28.925,105.5,87.75,"Adult","Male",27.4170616113744,"Tyrannus_albogularis"
"1251",1279,"Tyrannus_albogularis","","migratory","taxonomy","120115",42,"MM","Louisiana State University Museum of tural Sciences","1984",7,"26","Peru","Loreto Dept.","","Isla Pasto, Rio Amazos opposite Aysa, approximately 80 km NE Iquitos","80m",-3.42,-72.5,15.425,9.275,6.75,18.05,24.675,98.375,83.6,"Adult","Female",25.0825921219822,"Tyrannus_albogularis"
"1252",1280,"Tyrannus_albogularis","","migratory","taxonomy","120116",32,"MM","Louisiana State University Museum of tural Sciences","1984",8,"1","Peru","Loreto Dept.","","Isla Pasto, Rio Amazos opposite Aysa, approximately 80 km NE Iquitos","80m",-3.42,-72.5,14.775,8.4,6.2,18.25,NA,NA,NA,"Adult","Female",NA,"Tyrannus_albogularis"
"1253",1281,"Tyrannus_albogularis","","migratory","taxonomy","120117",39.5,"MM","Louisiana State University Museum of tural Sciences","1984",8,"3","Peru","Loreto Dept.","","Isla Pasto, Rio Amazos opposite Aysa, approximately 80 km NE Iquitos","80m",-3.42,-72.5,16.325,8.575,6.175,18.9,25.625,103.575,86.8,"Adult","Female",24.7405261887521,"Tyrannus_albogularis"
"1254",1282,"Tyrannus_albogularis","","migratory","taxonomy","120118",37,"MM","Louisiana State University Museum of tural Sciences","1984",8,"5","Peru","Loreto Dept.","","Isla Pasto, Rio Amazos opposite Aysa, approximately 80 km NE Iquitos","80m",-3.42,-72.5,15.65,8.45,6.65,18.7,29.55,97.95,85.25,"Adult","Female",30.1684532924962,"Tyrannus_albogularis"
"1255",1283,"Tyrannus_albogularis","","migratory","taxonomy","120119",38,"MM","Louisiana State University Museum of tural Sciences","1984",8,"7","Peru","Loreto Dept.","","Isla Pasto, Rio Amazos opposite Aysa, approximately 80 km NE Iquitos","80m",-3.42,-72.5,15.425,NA,NA,17.575,24.45,103.675,95.45,"Adult","Female",23.5833132384857,"Tyrannus_albogularis"
"1256",1284,"Tyrannus_albogularis","","migratory","taxonomy","121143",NA,"MM","Smithsonian tiol Museum of tural History","1883",6,"","Brazil","Para","","Santarem","",-0.95,-46.9833,15.24,8.36,NA,17.765,31.66,105.49,90.68,"Adult","Male",30.0123234429804,"Tyrannus_albogularis"
"1257",1285,"Tyrannus_couchii","","partial","taxonomy","121168",NA,"MM","The Field Museum","1939",10,"12","Mexico","Yucatan","","Chichen Itza","",20.67832,-88.5684,15.94,10.04,7.85,18.315,30.115,110.655,89.68,"Adult","Female",27.2152184718268,"Tyrannus_couchii"
"1258",1286,"Tyrannus_couchii","","partial","taxonomy","121169",NA,"MM","The Field Museum","1939",10,"21","Mexico","Yucatan","","Chichen Itza","",20.67832,-88.5684,13.605,9.45,6.7,19.27,28.89,108.63,91.63,"Adult","Male",26.5948632974316,"Tyrannus_couchii"
"1259",1287,"Tyrannus_couchii","","partial","taxonomy","121170",NA,"MM","The Field Museum","1939",10,"30","Mexico","Yucatan","","Chichen Itza","",18.58414,-90.6467,15.955,10.335,7.69,18.56,35.015,116.655,96.08,"Adult","Male",30.01585872873,"Tyrannus_couchii"
"1260",1288,"Tyrannus_couchii","","partial","taxonomy","121171",NA,"MM","The Field Museum","1940",1,"1","Mexico","Campeche","","Matamoros","",20.67832,-88.5684,15.995,9.835,8.01,18.32,30.845,113.875,94.98,"Adult","Female",27.0867178924259,"Tyrannus_couchii"
"1261",1289,"Tyrannus_caudifasciatus","caymanensis","sedentary","taxonomy","121419",42.8,"MM","Royal Ontario Museum","1974",4,"24","","","","","",19.32222,-81.209,NA,NA,NA,22.8,23.46,106.25,NA,"Adult","Male",22.08,"Tyrannus_caudifasciatus_caymanensis"
"1262",1290,"Tyrannus_caudifasciatus","caymanensis","sedentary","taxonomy","121420",42.6,"MM","Royal Ontario Museum","1974",4,"24","","","","","",19.32222,-81.209,NA,NA,NA,23.12,19.75,99.76,80.57,"Adult","Female",19.7975140336808,"Tyrannus_caudifasciatus_caymanensis"
"1263",1291,"Tyrannus_caudifasciatus","caymanensis","sedentary","taxonomy","121438",44,"MM","Royal Ontario Museum","1974",4,"25","","","","","",19.31528,-81.1833,NA,NA,NA,21.93,18.17,100.05,86.62,"Adult","Male",18.1609195402299,"Tyrannus_caudifasciatus_caymanensis"
"1264",1292,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","121463",41,"MM","Royal Ontario Museum","",NA,"","Cayman Islands","Grand Cayman Island","George Town","2 mi South Georgetown","",19.27051,-81.3728,NA,NA,NA,18.04,29.58,107.83,82.26,"Adult","Female",27.4320689974961,"Tyrannus_dominicensis_dominicensis"
"1265",1293,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","121511",49,"MM","Royal Ontario Museum","",NA,"","Cayman Islands","Grand Cayman Island","","North Side, 4 mi W of Gun Bay Village","",19.31669,-81.1482,NA,NA,NA,19.67,31.23,109.17,83.49,"Adult","Female",28.6067600989283,"Tyrannus_dominicensis_dominicensis"
"1266",1294,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","121512",50.2,"MM","Royal Ontario Museum","",NA,"","Cayman Islands","Grand Cayman Island","","North Side, 4 mi W of Gun Bay Village","",19.31669,-81.1482,NA,NA,NA,NA,37.38,113.82,85.43,"Adult","Male",32.8413284132841,"Tyrannus_dominicensis_dominicensis"
"1267",1295,"Tyrannus_dominicensis","vorax","sedentary","taxonomy","121547",47.2,"MM","Royal Ontario Museum","1974",5,"8","British West Indies","Montserrat","Fox's Bay","10Â¡","",16.72312,-62.2394,NA,NA,NA,18.57,30.36,112.34,NA,"Adult","Female",27.025102367812,"Tyrannus_dominicensis_vorax"
"1268",1296,"Tyrannus_dominicensis","vorax","sedentary","taxonomy","121548",51.5,"MM","Royal Ontario Museum","1974",5,"8","British West Indies","Montserrat","Fox's Bay","","",16.72312,-62.2394,NA,NA,NA,18.56,NA,NA,NA,"Adult","Male",NA,"Tyrannus_dominicensis_vorax"
"1269",1297,"Tyrannus_dominicensis","vorax","sedentary","taxonomy","121549",NA,"MM","Royal Ontario Museum","1974",5,"8","British West Indies","Montserrat","Fox's Bay","","",16.72312,-62.2394,NA,NA,NA,19.86,28.85,114.66,NA,"Adult","Male",25.161346589918,"Tyrannus_dominicensis_vorax"
"1270",1298,"Tyrannus_dominicensis","vorax","sedentary","taxonomy","121578",47.2,"MM","Royal Ontario Museum","1974",5,"7","Montserrat","","Saint Anthony Parish","Fox's Bay, 10Â¡","",16.72885,-62.2375,NA,NA,NA,19.87,29.98,111.5,NA,"Adult","Female",26.8878923766816,"Tyrannus_dominicensis_vorax"
"1271",1299,"Tyrannus_tyrannus","","migratory","taxonomy","121646",40.7,"MM","Louisiana State University Museum of tural Sciences","",NA,"","United States of America","Louisiana","Cameron Parish","Hackberry Ridge, 2 mi. WSW Johnsons Bayou School","",29.99605,-93.3421,15.385,8.655,6.83,18.555,NA,NA,NA,"Adult","Female",NA,"Tyrannus_tyrannus"
"1274",1302,"Tyrannus_forficatus","","migratory","taxonomy","121649",50.2,"MM","Louisiana State University Museum of tural Sciences","1984",10,"21","United States of America","Louisiana","Cameron Parish","Hackberry Ridge, 2 mi. WSW Johnsons Bayou School","",29.99605,-93.3421,14.1,7.44,6.265,19.115,45.81,122.185,218,"Adult","Male",37.4923272087408,"Tyrannus_forficatus"
"1275",1303,"Tyrannus_forficatus","","migratory","taxonomy","121650",46.7,"MM","Louisiana State University Museum of tural Sciences","1984",10,"21","United States of America","Louisiana","Cameron Parish","Hackberry Ridge, 2 mi. WSW Johnsons Bayou School","",29.99605,-93.3421,13.515,7.65,6.145,19.33,39.415,114.85,146.18,"Adult","Female",34.3186765346104,"Tyrannus_forficatus"
"1277",1305,"Tyrannus_albogularis","","migratory","taxonomy","123499",NA,"MM","The Field Museum","1941",2,"21","Brazil","Sao Paulo","","Fazenda Varjao, Municipio de Lins","",-21.4833,-46.3833,15.99,8.645,6.845,18.465,NA,NA,NA,"Adult","Male",NA,"Tyrannus_albogularis"
"1278",1306,"Tyrannus_vociferans","vociferans","partial","taxonomy","123908",50,"MM","Royal Ontario Museum","1975",5,"19","United States of America","Texas","Brewster County","14 mi S, 3 mi E Fort Davis","5100ft",30.39411,-103.85,NA,NA,NA,20.62,30.47,119.37,84.15,"Adult","Female",25.5256764681243,"Tyrannus_vociferans_vociferans"
"1279",1308,"Tyrannus_vociferans","vociferans","partial","taxonomy","123910",47.2,"MM","Royal Ontario Museum","1975",10,"3","United States of America","Texas","Brewster County","14 mi S, 2 mi W Fort Davis","5100ft",30.39411,-103.934,NA,NA,NA,20.74,43.33,134.81,94.7,"Adult","Male",32.1415325272606,"Tyrannus_vociferans_vociferans"
"1281",1310,"Tyrannus_tyrannus","","migratory","taxonomy","124347",38.5,"MM","Louisiana State University Museum of tural Sciences","",NA,"","Bolivia","Beni","Gralbalivian","10 km by road SW San Borja","450m",-14.9018806,-66.7675306,13.775,8.295,6.4,19.375,NA,NA,NA,"Adult","Male",NA,"Tyrannus_tyrannus"
"1282",1311,"Tyrannus_melancholicus","melancholicus","partial","location, date of collection","124348",38,"MM","Louisiana State University Museum of tural Sciences","1984",10,"8","Bolivia","Beni","Gralbalivian","3 km SW San Borja","450m",-14.82,-66.85,19.03,9.635,7.05,17.265,33.665,109.785,96.35,"Adult","Male",30.6644805756706,"Tyrannus_melancholicus_melancholicus"
"1283",1312,"Tyrannus_melancholicus","melancholicus","partial","location, date of collection","124349",40.5,"MM","Louisiana State University Museum of tural Sciences","1984",10,"8","Bolivia","Beni","Gralbalivian","3 km SW San Borja","450m",-14.82,-66.85,18.22,9.895,7.3,18.775,31.865,110.97,89.71,"Adult","Male",28.7149680093719,"Tyrannus_melancholicus_melancholicus"
"1284",1313,"Tyrannus_melancholicus","melancholicus","partial","location, date of collection","124350",43,"MM","Louisiana State University Museum of tural Sciences","1984",10,"19","Bolivia","Beni","Moxos","38 km by road W Trinidad","175m",-14.9025028,-65.3186056,17.535,10.44,8.04,18.825,27.185,108.62,NA,"Adult","Female",25.0276192229792,"Tyrannus_melancholicus_melancholicus"
"1285",1314,"Tyrannus_melancholicus","melancholicus","partial","location","124351",43,"MM","Louisiana State University Museum of tural Sciences","1984",1,"15","Bolivia","Santa Cruz","Caballero","2.5 km N Tambo, Rio San Isidro (Rio Pulqui) Valley","1500m",-18.0026583,-64.4500611,17.585,9.55,7.43,18.245,31.755,113.895,NA,"Adult","Female",27.8809429737917,"Tyrannus_melancholicus_melancholicus"
"1286",1315,"Tyrannus_melancholicus","melancholicus","partial","location","124352",44,"MM","Louisiana State University Museum of tural Sciences","1984",1,"24","Bolivia","Santa Cruz","Caballero","2.5 km N Tambo, Rio San Isidro (Rio Pulqui) Valley","1500m",-18.0026583,-64.4500611,17.21,10.11,7.805,18.265,NA,NA,NA,"Adult","Female",NA,"Tyrannus_melancholicus_melancholicus"
"1292",1322,"Tyrannus_savana","monachus CA","sedentary","taxonomy","124573",NA,"MM","The Field Museum","",NA,"","Panama","Chiriqui","","","",8.478268,-82.8451,11.465,6.315,6.315,15.91,35.75,106.1,252.8,"Adult","Male",33.6946277097078,"Tyrannus_savana_monachus_CA"
"1293",1323,"Tyrannus_savana","monachus CA","sedentary","taxonomy","124574",NA,"MM","The Field Museum","",NA,"","Panama","Chiriqui","","","",8.478268,-82.8451,11.575,NA,NA,16.115,35.725,105.73,244.724,"Adult","Male",33.7888962451527,"Tyrannus_savana_monachus_CA"
"1294",1324,"Tyrannus_savana","monachus CA","sedentary","taxonomy","124575",NA,"MM","The Field Museum","",NA,"","Panama","Chiriqui","","","",8.478268,-82.8451,11.52,6.11,5.61,16.54,30.6,103.22,299.48,"Adult","Male",29.6454175547375,"Tyrannus_savana_monachus_CA"
"1295",1325,"Tyrannus_savana","monachus CA","sedentary","taxonomy","124576",NA,"MM","The Field Museum","1905",5,"17","Panama","Chiriqui","Islas Boquete","Boquete","1219m",9.166667,-82.2667,NA,6.795,5.64,16.96,27.995,92.48,151.82,"Adult","Female",30.2714100346021,"Tyrannus_savana_monachus_CA"
"1297",1327,"Tyrannus_savana","monachus CA","sedentary","taxonomy","124578",NA,"MM","The Field Museum","1899",2,"22","Panama","","","Panama City","",9.099241,-79.4087,11.89,6.315,5.105,15.93,31.945,99.39,NA,"Adult","Male",32.14106046886,"Tyrannus_savana_monachus_CA"
"1298",1328,"Tyrannus_savana","monachus CA","sedentary","taxonomy","124579",NA,"MM","The Field Museum","1899",2,"22","Panama","","","Panama City","",9.099241,-79.4087,11.395,6.62,5.44,17.33,NA,NA,235.419,"Adult","Male",NA,"Tyrannus_savana_monachus_CA"
"1299",1329,"Tyrannus_savana","monachus CA","sedentary","taxonomy","124580",NA,"MM","The Field Museum","1899",2,"22","Panama","","","Panama City","",9.099241,-79.4087,11.62,6.115,5.085,16.57,NA,NA,NA,"Adult","Male",NA,"Tyrannus_savana_monachus_CA"
"1300",1330,"Tyrannus_savana","savana","migratory","taxonomy","124581",NA,"MM","The Field Museum","1910",1,"6","Argentina","Buenos Aires","","Los Ingleses, Ajo","",-36.4063,-56.9433,11.71,6.57,5.535,17.6,NA,NA,NA,"Adult","Male",NA,"Tyrannus_savana_savana"
"1301",1331,"Tyrannus_savana","savana","migratory","taxonomy","124582",NA,"MM","The Field Museum","",NA,"","","","","","",NA,NA,11.25,6.245,5.475,17.525,30.355,102.615,226.784,"Adult","Female",29.5814452078156,"Tyrannus_savana_savana"
